order_id,order_date,customer_age,restaurant_type,order_value,delivery_distance_km,delivery_time_minutes,payment_method,delivery_partner_rating,order_status
353,2024-07-25,62,Indian,1007.64,13.82,72,Card,3.6,Delivered
354,2024-04-18,65,Fast Food,576.26,8.65,61,UPI,3.9,Delayed
355,2024-06-16,29,Cafe,704.81,10.58,44,Cash,3.5,Delayed
356,2024-06-11,18,Bakery,908.21,3.96,32,Card,3.0,Delivered
357,2024-03-14,58,Cafe,567.46,1.96,49,Cash,3.6,Delivered
358,2024-08-31,31,Chinese,1035.05,1.65,66,Cash,2.7,Delivered
359,2024-12-29,54,Chinese,1087.98,5.0,75,Card,4.7,Cancelled
360,2024-10-29,43,Cafe,200.0,1.7,40,Wallet,4.4,Cancelled
361,2024-02-28,33,Fast Food,1042.18,2.22,79,Wallet,4.7,Delayed
362,2024-03-17,58,Bakery,346.25,2.09,24,UPI,3.9,Delayed
363,2024-02-27,22,Fast Food,1100.92,3.24,23,Wallet,3.0,Cancelled
364,2024-02-12,18,Chinese,791.59,8.57,70,Wallet,3.9,Cancelled
365,2024-04-02,37,Fast Food,189.66,13.7,30,Card,3.8,Delayed
366,2024-09-12,51,Cafe,1141.92,11.8,23,Cash,3.1,Delayed
367,2024-10-25,41,Italian,552.56,6.65,42,Card,3.1,Cancelled
368,2024-03-13,31,Bakery,152.67,5.21,27,Wallet,5.0,Delivered
369,2024-06-18,23,Indian,825.56,6.36,70,Wallet,4.1,Delivered
370,2024-05-28,60,Indian,379.93,4.05,44,Card,4.7,Delivered
371,2024-06-08,59,Fast Food,773.43,14.19,40,Cash,4.1,Delayed
372,2024-09-08,65,Indian,740.75,2.05,37,Wallet,2.5,Cancelled
373,2024-03-05,57,Italian,1142.61,1.43,51,Cash,4.1,Cancelled
374,2024-06-16,36,Indian,290.15,5.73,55,Wallet,4.2,Delayed
375,2024-05-23,28,Cafe,303.62,12.61,17,UPI,4.6,Delayed
376,2024-08-19,64,Cafe,1061.82,12.14,55,Card,4.7,Delivered
377,2024-10-23,19,Fast Food,499.04,8.55,21,Card,3.4,Delayed
378,2024-07-14,30,Cafe,210.87,7.89,78,Wallet,2.5,Delayed
379,2024-11-23,60,Fast Food,1047.44,5.35,67,UPI,3.9,Delivered
380,2024-10-14,51,Italian,765.17,8.74,36,Card,2.7,Delivered
381,2024-04-13,21,Italian,918.55,11.49,41,Wallet,2.8,Delivered
382,2024-06-03,26,Bakery,183.39,10.41,66,Wallet,2.6,Delayed
383,2024-04-09,20,Indian,306.28,7.66,74,Wallet,3.3,Delayed
384,2024-11-26,30,Chinese,400.9,7.98,48,Wallet,4.1,Delayed
385,2024-04-03,48,Bakery,295.4,12.15,43,Card,3.4,Delayed
386,2024-12-17,33,Bakery,1054.44,6.63,18,Cash,3.8,Cancelled
387,2024-06-09,52,Chinese,1153.5,2.66,36,UPI,4.6,Delayed
388,2024-07-30,23,Cafe,1169.87,13.93,50,Wallet,4.2,Delivered
389,2024-06-16,64,Chinese,264.87,12.85,86,Wallet,3.4,Cancelled
390,2024-11-27,57,Bakery,629.86,0.74,22,UPI,3.0,Delayed
391,2024-09-30,34,Indian,380.0,12.39,34,Cash,2.6,Delivered
392,2024-12-08,26,Chinese,477.49,14.03,73,Wallet,5.0,Delivered
393,2024-01-15,48,Cafe,555.08,8.35,18,Wallet,3.2,Delayed
394,2024-08-27,21,Bakery,1181.07,5.76,85,UPI,4.1,Delayed
395,2024-12-07,18,Cafe,965.75,1.93,38,Card,4.7,Delayed
396,2024-11-09,22,Bakery,556.83,3.52,88,UPI,3.8,Delayed
397,2024-02-21,62,Bakery,323.34,4.04,60,Wallet,4.9,Cancelled
398,2024-02-22,63,Bakery,903.19,10.77,53,Cash,4.5,Delivered
399,2024-01-12,49,Italian,286.89,9.85,16,Card,3.5,Cancelled
400,2024-02-27,36,Chinese,1092.96,4.15,17,Wallet,4.6,Delayed
401,2024-06-02,20,Italian,932.63,10.66,86,Cash,3.8,Delivered
402,2024-04-22,36,Cafe,179.54,2.74,49,Cash,2.9,Delayed
403,2024-07-14,45,Chinese,1079.88,3.17,19,Wallet,4.9,Cancelled
404,2024-04-16,38,Indian,193.86,1.75,58,Cash,3.7,Cancelled
405,2024-10-30,29,Bakery,303.82,8.43,81,Wallet,3.4,Cancelled
406,2024-12-09,50,Cafe,1094.51,5.94,89,UPI,4.0,Delayed
407,2024-11-24,44,Indian,825.16,10.38,25,UPI,4.1,Delivered
408,2024-06-18,40,Chinese,588.74,8.52,45,Card,4.8,Cancelled
409,2024-06-08,61,Indian,621.0,7.79,47,UPI,4.6,Delayed
410,2024-07-09,64,Cafe,401.64,8.86,33,Cash,5.0,Delivered
411,2024-06-10,40,Indian,730.83,11.95,72,Card,3.6,Delivered
412,2024-12-03,36,Indian,545.83,10.55,35,Cash,4.6,Delivered
413,2024-09-29,39,Fast Food,261.99,2.09,43,Wallet,4.6,Delayed
414,2024-07-12,54,Bakery,533.9,4.9,53,Cash,3.2,Delivered
415,2024-12-23,61,Bakery,628.37,6.11,62,UPI,3.3,Delayed
416,2024-08-13,60,Italian,644.47,1.81,51,Cash,2.7,Delivered
417,2024-06-30,19,Cafe,895.01,5.2,52,Cash,4.1,Delivered
418,2024-07-01,60,Fast Food,987.66,7.26,45,Wallet,5.0,Delivered
419,2024-03-21,41,Indian,455.89,14.16,44,Cash,4.8,Delivered
420,2024-06-03,51,Indian,1030.95,9.57,31,Cash,2.7,Delivered
421,2024-08-09,48,Bakery,1030.81,5.37,36,Card,4.7,Cancelled
422,2024-08-31,30,Italian,193.77,8.97,42,UPI,4.2,Cancelled
423,2024-11-27,61,Chinese,593.57,3.55,47,Card,5.0,Delivered
424,2024-03-16,44,Indian,486.67,8.73,64,Cash,3.9,Delivered
425,2024-04-08,20,Bakery,604.62,8.66,86,Wallet,5.0,Delivered
426,2024-02-14,55,Bakery,439.39,12.87,60,Card,3.4,Cancelled
427,2024-01-06,23,Bakery,173.37,11.43,88,Card,3.9,Cancelled
428,2024-09-10,59,Italian,266.66,8.05,20,UPI,2.6,Delayed
429,2024-02-16,26,Bakery,531.25,3.42,69,UPI,2.7,Delivered
430,2024-10-20,41,Italian,296.73,2.74,40,Wallet,2.6,Cancelled
431,2024-07-06,38,Fast Food,233.93,3.81,72,Card,4.3,Delivered
432,2024-01-25,64,Italian,488.89,7.55,42,Wallet,4.0,Delivered
433,2024-06-14,33,Italian,1131.55,9.11,86,Card,3.8,Delayed
434,2024-08-23,63,Fast Food,162.49,6.14,47,UPI,3.0,Delayed
435,2024-07-29,58,Bakery,1014.28,6.41,59,Wallet,4.4,Delivered
436,2024-02-13,40,Fast Food,1180.39,3.99,53,Cash,4.8,Cancelled
437,2024-02-16,51,Chinese,639.96,13.64,51,Wallet,3.9,Delayed
438,2024-10-01,18,Bakery,1010.07,2.16,43,Cash,3.3,Delayed
439,2024-01-14,48,Indian,1117.87,10.5,72,Card,4.1,Delivered
440,2024-05-17,18,Bakery,320.09,10.94,62,UPI,4.5,Delivered
441,2024-11-16,21,Indian,226.31,7.49,43,Wallet,3.1,Delivered
442,2024-02-01,38,Italian,1185.89,0.91,36,Wallet,4.7,Delivered
443,2024-09-26,56,Bakery,938.98,11.95,25,Wallet,2.7,Cancelled
444,2024-06-22,30,Bakery,984.23,11.33,34,Cash,4.7,Cancelled
445,2024-08-18,22,Fast Food,221.98,6.53,16,Card,2.6,Cancelled
446,2024-09-07,55,Indian,188.6,4.95,50,Wallet,3.1,Delayed
447,2024-10-16,37,Chinese,534.03,14.08,59,Cash,2.8,Delivered
448,2024-01-21,48,Chinese,543.43,11.59,21,Wallet,4.1,Delivered
449,2024-12-11,27,Cafe,875.0,6.53,55,Wallet,3.3,Delayed
450,2024-04-18,21,Chinese,538.04,1.7,36,UPI,4.6,Delivered
451,2024-05-30,29,Indian,321.55,0.9,74,UPI,3.9,Delayed
452,2024-11-26,20,Cafe,632.98,6.33,17,Cash,3.5,Delivered
453,2024-04-09,64,Cafe,1149.61,3.64,82,Card,3.5,Cancelled
454,2024-08-29,30,Italian,558.06,5.85,70,Card,2.6,Delayed
455,2024-11-01,61,Bakery,392.88,6.45,72,Cash,3.0,Delivered
456,2024-03-20,44,Bakery,1079.4,5.15,32,UPI,5.0,Cancelled
457,2024-10-08,52,Chinese,427.24,8.23,66,Wallet,3.1,Delivered
458,2024-06-16,40,Fast Food,1122.34,6.08,24,UPI,3.0,Delivered
459,2024-05-10,34,Chinese,623.97,3.01,41,Card,4.2,Delayed
460,2024-07-16,61,Indian,577.36,12.03,30,Card,3.1,Delivered
461,2024-03-08,24,Fast Food,898.45,8.48,48,Card,4.4,Delivered
462,2024-10-11,41,Cafe,879.19,2.24,82,Card,3.0,Delivered
463,2024-07-22,50,Bakery,1048.48,7.16,57,Card,3.3,Cancelled
464,2024-09-16,45,Indian,1069.5,1.51,72,UPI,3.2,Cancelled
465,2024-05-28,44,Indian,1039.58,5.21,64,UPI,4.4,Cancelled
466,2024-01-13,40,Cafe,397.01,10.29,47,Cash,3.3,Delivered
467,2024-09-28,22,Cafe,942.97,7.97,84,Cash,4.0,Delivered
468,2024-10-24,23,Cafe,187.46,13.8,57,Wallet,3.9,Delayed
469,2024-06-30,54,Bakery,275.86,3.54,62,UPI,2.6,Delivered
470,2024-06-27,55,Cafe,699.02,3.16,57,UPI,3.8,Cancelled
471,2024-07-17,20,Cafe,226.02,10.85,21,Cash,2.6,Cancelled
472,2024-04-03,33,Indian,225.19,12.67,58,Cash,4.0,Cancelled
473,2024-01-06,33,Chinese,318.48,1.16,79,Wallet,4.7,Cancelled
474,2024-08-23,59,Cafe,494.62,1.99,26,Cash,2.7,Delayed
475,2024-09-26,31,Cafe,743.35,7.73,81,Card,3.9,Delivered
476,2024-06-28,38,Cafe,531.47,14.39,49,Card,3.4,Delivered
477,2024-09-23,44,Chinese,263.2,11.09,65,Cash,2.5,Delayed
478,2024-09-12,34,Fast Food,947.92,14.09,73,Wallet,2.6,Delivered
479,2024-05-20,40,Chinese,1054.39,3.47,40,UPI,3.2,Delayed
480,2024-02-28,27,Indian,443.98,14.09,22,Cash,3.8,Delayed
481,2024-05-21,62,Bakery,556.44,14.06,52,Card,4.6,Delayed
482,2024-12-16,20,Italian,658.85,1.96,23,Card,4.2,Cancelled
483,2024-05-17,53,Italian,354.88,8.53,28,UPI,4.4,Cancelled
484,2024-10-24,24,Chinese,848.45,3.92,85,Wallet,2.6,Delayed
485,2024-06-26,44,Indian,1031.65,7.18,78,UPI,3.5,Cancelled
486,2024-04-03,18,Indian,549.78,3.48,62,Card,3.6,Delayed
487,2024-04-05,33,Cafe,341.26,8.93,83,Cash,4.2,Delayed
488,2024-12-25,49,Cafe,411.82,12.27,21,UPI,3.0,Delivered
489,2024-08-26,46,Cafe,868.16,6.38,42,Cash,3.4,Cancelled
490,2024-10-26,56,Chinese,345.29,5.83,37,Card,2.6,Delayed
491,2024-05-19,57,Fast Food,797.02,6.43,86,Wallet,2.8,Delivered
492,2024-06-27,27,Chinese,854.8,6.04,89,Cash,2.8,Delivered
493,2024-10-12,56,Bakery,674.23,9.73,80,UPI,4.2,Delivered
494,2024-07-05,56,Chinese,273.53,7.84,51,UPI,2.9,Delivered
495,2024-01-10,37,Indian,262.19,7.18,63,Card,4.3,Delayed
496,2024-12-07,27,Fast Food,348.99,12.0,36,UPI,3.6,Cancelled
497,2024-06-06,63,Italian,643.3,13.14,39,Cash,4.2,Delivered
498,2024-09-11,59,Fast Food,933.59,14.99,30,Card,4.1,Delivered
499,2024-12-18,25,Cafe,707.88,6.38,72,Wallet,2.5,Delivered
500,2024-10-01,41,Bakery,982.94,9.41,63,Wallet,4.6,Delayed
501,2024-12-22,63,Fast Food,1004.82,7.47,62,Wallet,4.5,Delivered
502,2024-01-22,56,Fast Food,822.27,10.19,67,Card,3.2,Delivered
503,2024-04-01,28,Bakery,737.54,0.71,74,Card,4.6,Delayed
504,2024-08-24,25,Fast Food,632.86,7.77,87,Wallet,4.9,Delivered
505,2024-10-23,49,Cafe,1045.7,14.39,69,Wallet,2.6,Delivered
506,2024-03-05,37,Bakery,755.87,14.47,62,Cash,4.5,Delivered
507,2024-08-06,27,Italian,468.77,6.28,86,Wallet,3.5,Delivered
508,2024-05-17,49,Fast Food,664.71,14.79,65,UPI,3.2,Delayed
509,2024-11-13,63,Chinese,580.24,5.73,69,Card,3.7,Cancelled
510,2024-07-22,51,Italian,1005.11,14.11,25,Card,4.9,Delivered
511,2024-02-15,44,Indian,565.08,11.27,86,Card,4.6,Delayed
512,2024-07-04,61,Italian,477.98,9.8,38,Card,2.6,Delivered
513,2024-01-12,55,Italian,228.56,13.32,30,Card,4.8,Cancelled
514,2024-12-14,42,Italian,448.49,6.86,50,UPI,3.7,Delayed
515,2024-07-22,40,Chinese,843.69,7.34,65,UPI,3.4,Delayed
516,2024-10-24,21,Chinese,1150.64,2.46,78,UPI,4.8,Delayed
517,2024-04-07,53,Italian,473.79,13.75,62,Cash,3.7,Delayed
518,2024-10-27,35,Chinese,1016.14,6.98,45,Card,5.0,Delivered
519,2024-07-23,40,Cafe,365.02,9.69,80,Wallet,3.2,Delayed
520,2024-06-04,59,Chinese,401.86,10.25,27,Cash,4.1,Cancelled
521,2024-07-31,44,Bakery,498.55,9.6,28,Wallet,4.8,Delayed
522,2024-07-25,63,Bakery,347.51,14.96,38,Cash,2.5,Cancelled
523,2024-11-02,20,Chinese,245.32,0.79,22,Card,5.0,Cancelled
524,2024-11-07,60,Indian,982.19,7.11,24,Card,2.6,Delivered
525,2024-06-17,59,Cafe,1074.12,8.21,53,Cash,4.9,Delayed
526,2024-02-07,40,Cafe,1142.5,8.28,69,Card,4.4,Delivered
527,2024-01-16,39,Cafe,182.52,13.3,28,UPI,4.8,Delivered
528,2024-06-09,56,Cafe,229.19,3.05,54,Card,4.8,Delivered
529,2024-06-20,26,Cafe,179.32,2.84,61,UPI,2.5,Delayed
530,2024-08-24,27,Fast Food,1168.56,2.06,63,Card,3.1,Delayed
531,2024-11-10,44,Italian,309.39,2.85,46,Cash,2.9,Delayed
532,2024-07-11,50,Italian,1066.11,11.41,68,UPI,3.8,Delivered
533,2024-11-01,30,Chinese,621.15,6.62,61,Card,4.2,Delayed
534,2024-01-25,33,Indian,947.71,11.3,53,Wallet,3.4,Delivered
535,2024-11-25,26,Bakery,322.72,6.28,65,Wallet,4.3,Delivered
536,2024-08-20,18,Bakery,1020.42,9.95,84,Card,3.9,Delivered
537,2024-05-23,25,Fast Food,184.24,7.34,84,Cash,4.6,Delayed
538,2024-02-16,65,Chinese,595.58,1.15,69,Card,2.5,Cancelled
539,2024-09-27,54,Fast Food,1069.84,0.51,31,Card,4.4,Delayed
540,2024-09-10,51,Fast Food,469.56,1.2,28,UPI,4.9,Cancelled
541,2024-11-14,65,Cafe,352.73,6.59,75,Wallet,3.4,Delayed
542,2024-02-22,31,Chinese,1044.0,8.66,41,UPI,4.2,Delayed
543,2024-12-27,27,Fast Food,344.33,14.53,25,Card,4.4,Delayed
544,2024-06-26,22,Italian,982.47,7.58,61,Cash,3.4,Delayed
545,2024-04-26,41,Cafe,269.41,6.56,40,Card,3.7,Delivered
546,2024-06-21,46,Cafe,999.54,2.61,69,Cash,4.7,Cancelled
547,2024-09-06,25,Fast Food,410.67,3.14,57,Cash,3.3,Cancelled
548,2024-08-03,37,Indian,1100.25,2.22,61,Cash,4.2,Delivered
549,2024-12-27,65,Italian,780.33,2.84,15,Card,4.7,Delivered
550,2024-03-21,45,Fast Food,334.52,6.23,76,Card,4.8,Delayed
551,2024-10-02,38,Bakery,385.48,8.36,76,Cash,4.6,Delivered
552,2024-08-29,59,Indian,967.38,1.73,15,UPI,4.3,Cancelled
553,2024-05-29,53,Italian,770.01,14.03,76,UPI,3.9,Cancelled
554,2024-11-08,22,Italian,324.5,10.59,22,UPI,2.9,Delayed
555,2024-08-10,40,Italian,581.46,7.56,48,UPI,3.9,Delayed
556,2024-09-11,48,Chinese,796.41,12.93,90,Card,4.7,Delivered
557,2024-06-12,50,Chinese,1051.18,14.34,32,UPI,3.0,Delivered
558,2024-08-08,24,Indian,205.96,3.52,37,Cash,4.1,Delayed
559,2024-03-01,27,Fast Food,957.55,7.61,90,Cash,4.3,Cancelled
560,2024-09-15,19,Bakery,934.41,12.44,34,Wallet,4.4,Cancelled
561,2024-12-25,41,Cafe,393.73,4.96,29,UPI,4.1,Delivered
562,2024-04-21,35,Chinese,1061.37,4.13,78,Wallet,3.2,Delivered
563,2024-11-19,42,Fast Food,934.5,3.69,35,UPI,2.6,Cancelled
564,2024-12-02,40,Cafe,316.75,4.13,17,Card,3.2,Delivered
565,2024-10-31,27,Indian,427.6,12.22,22,Cash,4.5,Cancelled
566,2024-10-13,36,Fast Food,681.32,1.39,80,Card,2.9,Cancelled
567,2024-06-10,22,Cafe,922.63,12.23,53,UPI,3.3,Delivered
568,2024-11-16,41,Fast Food,468.1,7.3,77,UPI,4.9,Delivered
569,2024-12-17,56,Bakery,515.53,4.96,67,Wallet,3.5,Cancelled
570,2024-12-17,48,Bakery,344.2,7.09,86,Wallet,3.8,Delayed
571,2024-02-24,54,Cafe,777.39,9.58,59,Cash,3.6,Cancelled
572,2024-02-29,25,Indian,539.98,4.75,68,Cash,4.5,Delayed
573,2024-08-29,22,Chinese,1178.29,13.41,81,UPI,4.4,Delayed
574,2024-11-12,21,Bakery,291.73,11.54,47,Wallet,4.8,Delivered
575,2024-06-19,19,Italian,341.15,2.69,76,Wallet,2.6,Cancelled
576,2024-07-17,29,Bakery,512.03,1.02,69,Cash,3.8,Delivered
577,2024-03-09,65,Chinese,890.96,1.68,71,Cash,4.6,Delivered
578,2024-06-09,61,Indian,764.03,2.34,83,Cash,3.2,Cancelled
579,2024-10-30,60,Bakery,818.3,13.68,30,Card,3.0,Cancelled
580,2024-09-26,57,Fast Food,403.72,1.69,43,UPI,3.0,Delivered
581,2024-05-15,28,Fast Food,860.44,7.84,44,Cash,4.1,Cancelled
582,2024-03-08,29,Italian,529.84,7.38,64,UPI,4.0,Cancelled
583,2024-06-05,23,Bakery,402.53,12.81,82,UPI,3.0,Delayed
584,2024-07-24,21,Italian,917.35,13.98,43,Card,2.9,Delivered
585,2024-10-11,19,Bakery,357.48,11.4,83,UPI,3.8,Delayed
586,2024-05-01,51,Indian,430.1,13.11,61,Wallet,3.0,Cancelled
587,2024-03-17,49,Fast Food,1045.66,2.05,25,UPI,3.6,Delivered
588,2024-01-26,47,Fast Food,1029.23,10.15,52,Cash,4.6,Delayed
589,2024-01-26,28,Cafe,237.53,6.81,63,Cash,4.7,Delivered
590,2024-04-20,28,Cafe,526.2,4.73,44,UPI,2.9,Delayed
591,2024-12-12,23,Bakery,780.04,1.27,25,UPI,3.7,Delayed
592,2024-02-13,47,Indian,733.61,7.21,25,Card,4.3,Delayed
593,2024-11-06,59,Bakery,509.08,11.58,19,Cash,3.2,Delayed
594,2024-04-06,63,Fast Food,889.69,10.03,43,UPI,4.3,Cancelled
595,2024-06-01,29,Indian,1094.75,12.56,60,UPI,4.4,Delivered
596,2024-12-24,28,Chinese,541.01,7.3,47,Card,2.7,Delayed
597,2024-06-04,52,Italian,928.39,6.3,39,Card,4.8,Cancelled
598,2024-03-08,65,Chinese,797.87,2.15,27,Card,4.5,Cancelled
599,2024-08-05,64,Bakery,460.65,1.72,38,UPI,2.9,Delivered
600,2024-08-22,49,Indian,244.32,12.61,23,Card,4.8,Delayed
601,2024-08-06,26,Cafe,526.94,3.58,22,UPI,4.5,Delayed
602,2024-07-04,44,Fast Food,789.61,11.76,69,UPI,3.8,Cancelled
603,2024-06-01,65,Chinese,343.53,13.48,75,UPI,3.3,Delayed
604,2024-01-16,62,Indian,323.92,12.08,57,UPI,4.8,Delayed
605,2024-08-20,43,Cafe,689.23,3.7,72,Card,4.1,Cancelled
606,2024-03-11,63,Chinese,1044.39,9.89,89,UPI,3.1,Delayed
607,2024-04-27,29,Cafe,290.66,7.07,90,Cash,4.5,Delivered
608,2024-05-01,63,Cafe,568.99,8.48,85,UPI,2.6,Delayed
609,2024-12-03,59,Chinese,545.82,2.29,86,Card,4.8,Delayed
610,2024-05-01,19,Indian,775.44,0.97,55,Card,2.9,Delayed
611,2024-03-01,58,Chinese,748.31,1.95,39,Card,4.7,Delivered
612,2024-10-05,33,Chinese,827.44,3.48,68,Card,4.4,Delivered
613,2024-05-20,39,Italian,1178.69,2.06,51,Wallet,3.0,Cancelled
614,2024-05-27,38,Fast Food,837.5,5.35,33,Cash,3.2,Delayed
615,2024-12-07,59,Fast Food,336.5,3.7,18,Card,4.5,Delayed
616,2024-10-27,48,Indian,522.67,9.3,77,Cash,2.6,Cancelled
617,2024-05-12,26,Cafe,1093.62,7.94,30,UPI,4.4,Delayed
618,2024-05-25,42,Fast Food,564.79,13.51,38,Wallet,3.6,Cancelled
619,2024-12-08,53,Indian,177.19,10.48,20,Wallet,3.1,Delivered
620,2024-01-30,25,Cafe,776.66,10.41,31,Wallet,4.7,Delayed
621,2024-11-14,41,Cafe,534.55,4.08,20,UPI,2.6,Delayed
622,2024-11-25,46,Chinese,747.1,12.17,54,UPI,4.6,Delayed
623,2024-05-22,62,Chinese,1009.58,2.69,39,Cash,4.2,Cancelled
624,2024-03-01,55,Bakery,849.71,7.0,41,Card,3.3,Delivered
625,2024-05-28,43,Fast Food,244.17,5.26,60,Cash,2.6,Delayed
626,2024-08-13,43,Indian,621.07,6.81,81,Wallet,4.9,Delivered
627,2024-07-16,19,Bakery,441.47,13.16,57,Card,3.5,Delayed
628,2024-03-01,32,Cafe,928.24,14.5,36,UPI,3.7,Delayed
629,2024-01-30,62,Indian,651.57,11.71,34,UPI,2.7,Delivered
630,2024-04-13,20,Indian,728.75,7.11,46,UPI,3.7,Cancelled
631,2024-04-18,34,Italian,158.69,11.36,63,UPI,4.2,Cancelled
632,2024-09-27,32,Bakery,1075.08,9.42,80,Cash,4.8,Delivered
633,2024-07-08,33,Cafe,445.59,1.34,30,Card,4.7,Delivered
634,2024-02-07,43,Cafe,279.95,0.74,62,Wallet,4.2,Delivered
635,2024-12-30,46,Italian,1015.09,3.87,39,Cash,2.9,Cancelled
636,2024-05-29,52,Indian,748.66,10.4,67,UPI,3.6,Delivered
637,2024-10-10,21,Bakery,585.45,4.27,67,Card,3.0,Delayed
638,2024-12-31,33,Cafe,1116.1,3.11,38,Card,3.7,Delayed
639,2024-12-28,30,Fast Food,1068.98,13.34,79,Wallet,3.9,Cancelled
640,2024-09-15,18,Indian,964.33,1.65,76,UPI,4.0,Delivered
641,2024-03-13,49,Chinese,682.58,2.21,19,UPI,4.0,Delivered
642,2024-10-15,49,Bakery,860.99,12.65,53,UPI,2.8,Cancelled
643,2024-05-19,39,Fast Food,1185.01,2.48,17,Card,4.6,Delivered
644,2024-01-22,26,Cafe,569.53,2.45,67,Cash,2.6,Delivered
645,2024-08-16,24,Chinese,696.27,11.58,26,UPI,3.9,Cancelled
646,2024-03-04,61,Bakery,577.69,10.58,17,Card,3.4,Cancelled
647,2024-07-27,58,Fast Food,1187.07,5.17,43,Card,2.6,Cancelled
648,2024-06-02,18,Indian,712.31,13.14,46,UPI,2.7,Delayed
649,2024-02-03,20,Bakery,1066.22,11.64,15,Wallet,4.4,Cancelled
650,2024-01-05,31,Chinese,284.07,3.62,36,Card,4.7,Cancelled
651,2024-06-07,58,Chinese,888.28,13.15,79,Cash,2.9,Delayed
652,2024-06-01,56,Bakery,278.95,12.72,48,Card,4.1,Delayed
653,2024-09-04,52,Fast Food,305.52,2.97,49,Cash,3.7,Cancelled
654,2024-04-30,41,Italian,171.62,4.41,68,Wallet,4.5,Delivered
655,2024-07-20,60,Chinese,309.07,4.37,87,Cash,2.9,Delayed
656,2024-06-25,24,Fast Food,948.17,13.58,83,Wallet,5.0,Delayed
657,2024-09-12,35,Cafe,373.86,12.18,45,Wallet,4.6,Cancelled
658,2024-02-15,35,Cafe,306.64,11.06,30,Card,2.9,Cancelled
659,2024-05-19,55,Italian,804.34,1.68,60,Cash,3.1,Cancelled
660,2024-07-22,22,Fast Food,724.63,11.75,25,UPI,3.3,Delivered
661,2024-08-29,24,Bakery,1005.97,10.38,65,Cash,4.4,Delayed
662,2024-07-15,61,Chinese,1120.79,13.78,43,Card,4.7,Delayed
663,2024-03-21,54,Chinese,839.15,5.23,77,Wallet,4.4,Delivered
664,2024-08-16,59,Indian,488.48,7.11,26,Cash,2.7,Delivered
665,2024-05-24,57,Cafe,382.31,14.58,46,Cash,2.6,Delivered
666,2024-07-16,40,Fast Food,587.47,11.54,67,Card,2.8,Cancelled
667,2024-03-21,21,Italian,1155.17,3.71,45,UPI,3.4,Delayed
668,2024-12-17,21,Italian,340.79,10.03,16,Wallet,4.7,Delayed
669,2024-10-17,24,Indian,718.38,11.59,79,UPI,2.8,Delivered
670,2024-10-26,42,Cafe,1164.6,9.04,70,Cash,3.5,Delivered
671,2024-02-16,54,Cafe,185.23,3.12,86,UPI,3.6,Cancelled
672,2024-04-04,63,Italian,711.22,13.75,41,Wallet,4.0,Delivered
673,2024-04-23,24,Bakery,499.02,2.24,80,Wallet,4.7,Delayed
674,2024-11-02,37,Cafe,338.34,8.34,62,Card,4.9,Cancelled
675,2024-10-27,25,Cafe,725.24,13.39,90,UPI,3.9,Cancelled
676,2024-10-20,22,Italian,363.04,12.66,37,Cash,4.0,Delivered
677,2024-06-24,22,Chinese,995.57,11.52,68,Cash,4.1,Cancelled
678,2024-10-07,52,Italian,768.27,0.74,45,UPI,3.2,Delivered
679,2024-02-14,52,Bakery,755.59,14.99,47,Wallet,3.7,Delivered
680,2024-10-29,48,Cafe,989.42,14.11,50,Cash,3.1,Delivered
681,2024-07-07,19,Chinese,692.65,13.08,82,Card,3.0,Cancelled
682,2024-06-22,63,Bakery,756.34,10.62,61,Cash,5.0,Delayed
683,2024-12-25,59,Indian,977.52,12.78,68,UPI,3.3,Cancelled
684,2024-08-11,45,Cafe,894.83,14.79,59,Card,4.6,Delivered
685,2024-07-31,42,Fast Food,271.08,2.53,70,UPI,3.8,Delayed
686,2024-02-19,61,Bakery,851.81,9.85,56,Card,2.7,Delivered
687,2024-03-25,56,Fast Food,320.18,14.11,85,Card,4.2,Delayed
688,2024-08-04,31,Fast Food,1021.52,3.42,58,Wallet,4.0,Delivered
689,2024-10-05,47,Cafe,1024.52,8.54,60,Cash,3.1,Delivered
690,2024-07-09,39,Indian,479.07,13.54,65,Card,4.2,Delayed
691,2024-09-04,23,Italian,446.46,12.63,32,Wallet,4.5,Cancelled
692,2024-08-14,54,Italian,1007.86,1.84,37,UPI,4.5,Delayed
693,2024-07-05,44,Chinese,785.87,1.5,78,Cash,4.4,Cancelled
694,2024-03-06,63,Indian,942.65,14.66,66,Cash,4.5,Delivered
695,2024-11-15,60,Fast Food,153.84,10.48,79,Card,4.1,Cancelled
696,2024-04-08,35,Indian,552.91,5.16,48,Cash,2.6,Delayed
697,2024-05-17,40,Indian,683.53,1.72,46,Cash,3.6,Cancelled
698,2024-07-08,28,Chinese,533.63,9.84,57,UPI,4.4,Cancelled
699,2024-01-06,28,Fast Food,439.57,11.32,75,Cash,4.3,Cancelled
700,2024-04-04,49,Cafe,1146.08,5.67,74,UPI,3.0,Cancelled
701,2024-07-17,20,Cafe,1183.39,5.24,77,UPI,2.7,Delayed
702,2024-06-28,33,Indian,1099.47,0.52,89,Cash,4.2,Delayed
703,2024-01-22,54,Bakery,501.04,1.72,87,Cash,3.7,Delayed
704,2024-04-03,40,Chinese,1108.61,13.68,76,Cash,4.4,Delivered
705,2024-02-06,53,Fast Food,410.16,1.09,83,Cash,3.8,Delayed
706,2024-08-05,38,Indian,695.17,14.37,85,Cash,4.0,Delayed
